ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"151.232.55.190","elite","AS58224","IR","Iran Telecommunication Company PJS","126","N/A","80","socks4","4795","1","2023-05-25T12:49:49.811Z","79","1456","1840"
"178.216.0.168","elite","AS50751","UA","Chks LLC","47","ASSIGNED Chuguev's Computer Networks(CH.K.S.)","39316","socks4","5014","2","2023-05-25T12:49:49.813Z","98","1817","1851"
"202.43.191.10","elite","AS131111","ID","CEPATNET","204","N/A","5430","socks4","4305","2","2023-05-25T12:49:49.806Z","99","1830","1853"
"135.181.214.163","elite","AS24940","FI","Hetzner Online GmbH","43","Hetzner","57648","socks4","4593","85","2023-05-25T12:49:47.210Z","100","1743","1744"
"190.109.2.87","elite","AS262191","CO","Lazus Medellin","142","Lazus Medellin","4145","socks4","4900","1","2023-05-25T12:49:47.208Z","37","689","1851"
"103.25.46.2","elite","AS58898","IN","Rainbow communications India Pvt Ltd","186","Rainbow communications India Pvt Ltd","4153","socks4","4196","1","2023-05-25T12:49:47.011Z","100","1847","1850"
"186.251.255.29","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","217","Seanet Telecom Carazinho Eireli","31337","socks4","4698","2","2023-05-25T12:49:44.007Z","99","1837","1851"
"46.101.37.189","elite","AS14061","GB","DigitalOcean, LLC","19","Digitalocean","7497","socks5","5189","84","2023-05-25T12:49:44.212Z","100","1802","1802"
"198.98.61.133","elite","AS53667","US","FranTech Solutions","74","FranTech Solutions","30900","socks4","4204","2","2023-05-25T12:49:43.807Z","100","1813","1817"
"89.108.74.82","elite","AS197695","RU","\"Domain names registrar REG.RU\", Ltd","83","Reg.Ru-B2C","1080","socks5","4701","1","2023-05-25T12:49:43.900Z","89","1642","1854"
"162.38.140.6","elite","AS2200","FR","Renater","16","Universite de MONTPELLIER","8080","socks4","4095","1","2023-05-25T12:49:43.910Z","100","1792","1793"
"178.128.119.195","elite","AS14061","SG","DigitalOcean, LLC","184","Digitalocean","3128","socks4","1585","1","2023-05-25T12:49:43.903Z","100","1792","1793"
"98.111.251.101","elite","AS701","US","Verizon Business","97","Verizon Business","1585","socks4","4498","1","2023-05-25T12:49:43.802Z","99","1722","1732"
"36.89.85.49","elite","AS7713","ID","PT. Telekomunikasi Indonesia","296","Telekomunikasi Indonesia","5678","socks4","2491","1","2023-05-25T12:49:43.906Z","97","1792","1853"
"103.4.179.186","elite","AS4766","KR","Korea Telecom","295","Netip","4153","socks4","4600","1","2023-05-25T12:49:43.897Z","100","1814","1819"
"83.234.147.166","elite","AS20485","RU","TRANS-TELECOM","54","LLC Internet Service Russia","6363","socks4","4603","1","2023-05-25T12:49:43.703Z","100","1748","1756"
"85.62.10.84","elite","AS12479","ES","Uni2 1","30","N/A","8080","socks4","4688","2","2023-05-25T12:49:40.698Z","100","1850","1851"
"172.105.156.59","elite","AS63949","US","Akamai Technologies, Inc.","98","Linode","57144","socks4","4593","1","2023-05-25T12:49:40.903Z","100","1735","1735"
"8.214.194.44","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","311","Alibaba.com Singapore E-Commerce Private Limited","443","socks4","4205","1","2023-05-25T12:49:40.614Z","99","1743","1755"
"124.158.144.187","elite","AS17995","ID","PT iForte Global Internet","294","N/A","1080","socks4","5090","81","2023-05-25T12:49:40.701Z","100","1823","1829"
"5.189.153.171","elite","AS51167","DE","Contabo GmbH","21","Contabo GmbH","21730","socks5","3997","1","2023-05-25T12:49:40.908Z","100","1747","1754"
"176.236.163.35","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","63","Superonline Iletisim Hizmetleri","59311","socks4","4091","3","2023-05-25T12:49:40.712Z","99","1840","1851"
"36.90.209.97","elite","AS7713","ID","PT. Telekomunikasi Indonesia","196","Telekomunikasi Indonesia","5678","socks4","5098","2","2023-05-25T12:49:40.703Z","94","1730","1838"
"103.110.84.199","elite","AS63760","VN","Representative office of AZDIGI Corporation","191","VPDD-AZDIGI","7497","socks5","2497","1","2023-05-25T12:49:40.905Z","67","1239","1852"
"92.42.8.21","elite","AS44963","RU","KMVtelecom","73","JSC PP Potok","4145","socks4","4496","2","2023-05-25T12:49:40.710Z","100","1847","1852"
"118.172.227.30","elite","AS23969","TH","TOT Public Company Limited","197","TOT Public Company Limited","5678","socks4","4995","1","2023-05-25T12:49:40.911Z","100","1849","1850"
"178.49.234.94","elite","AS31200","RU","Novotelecom Ltd.","97","Novotelecom ltd.","5678","socks4","4995","2","2023-05-25T12:49:37.004Z","99","1813","1833"
"159.89.206.252","elite","AS14061","SG","DigitalOcean, LLC","199","DigitalOcean, LLC","44590","socks4","5014","2","2023-05-25T12:49:37.099Z","99","1735","1750"
"203.24.102.150","elite","AS209242","VG","Cloudflare London, LLC","85","Anaga Consulting Limited","80","socks4","2703","1","2023-05-25T12:49:35.910Z","100","1754","1754"
"67.73.141.150","elite","AS3549","AR","Level 3 Communications, Inc.","289","Level 3 Communications, Inc.","5678","socks4","1905","1","2023-05-25T12:49:35.897Z","95","1729","1826"
"138.94.190.138","elite","AS28343","BR","Unifique Telecomunicações SA","287","Unifique Telecomunicações SA","8080","socks5","3196","2","2023-05-25T12:49:35.912Z","100","1824","1828"
"178.62.223.104","elite","AS14061","NL","DigitalOcean, LLC","12","Digital Ocean","80","socks4","4895","1","2023-05-25T12:49:32.699Z","100","1762","1762"
"138.118.213.213","elite","AS264738","AR","Sebastian Souto","263","Sebastian Souto","4153","socks4","4904","1","2023-05-25T12:49:32.702Z","99","1833","1853"
"38.127.179.87","elite","AS174","US","Cogent Communications","83","Torlandia Trading SRL","11537","socks5","5092","84","2023-05-25T12:49:32.911Z","100","1786","1789"
"45.56.83.46","elite","AS63949","US","Akamai Technologies, Inc.","188","Linode","8047","socks4","2620","1","2023-05-25T12:49:32.906Z","92","1632","1766"
"103.112.253.97","elite","AS137139","IN","Cybernet Introtech Private Limited","184","Cybernet Introtech Private Limited","5678","socks4","5008","82","2023-05-25T12:49:32.796Z","65","1130","1734"
"122.152.53.25","elite","AS38562","BD","Innovative Online Ltd.","210","Innovative Online Ltd","5678","socks4","4701","1","2023-05-25T12:49:32.714Z","96","1784","1851"
"193.169.81.91","elite","AS49491","UA","Ternet LLC","38","Ternet LTD","5678","socks4","4913","1","2023-05-25T12:49:32.908Z","85","1551","1830"
"102.64.116.100","elite","AS328500","CG","A.M.C Telecom","155","A.M.C Telecom","4145","socks4","3198","2","2023-05-25T12:49:32.707Z","98","1794","1838"
"202.159.107.1","elite","AS9340","ID","PT IndoInternet","206","N/A","443","socks4","4908","89","2023-05-25T12:49:29.712Z","100","1773","1778"
"81.16.9.222","elite","AS44395","AM","Ucom","95","N/A","3629","socks4","4899","1","2023-05-25T12:49:29.512Z","79","1458","1847"
"111.91.231.65","elite","AS38571","IN","Star Broadband Services","191","SBS","4153","socks4","4300","1","2023-05-25T12:49:29.798Z","99","1740","1750"
"185.158.248.95","elite","AS9009","RO","M247 Europe SRL","83","ALLSYS Limited","5836","socks4","4596","1","2023-05-25T12:49:29.813Z","100","1724","1732"
"103.199.97.33","elite","AS45804","IN","New Shivam Cable Network","237","N/A","39825","socks4","5100","1","2023-05-25T12:49:29.509Z","97","1764","1814"
"79.63.3.243","elite","AS3269","IT","Telecom Italia S.p.A","58","INTERBUSINESS","5678","socks4","4998","84","2023-05-25T12:49:26.498Z","82","1461","1792"
"116.212.144.223","elite","AS38235","KH","Angkor Data Communication","195","Mekongnet","5678","socks4","3895","1","2023-05-25T12:49:26.100Z","99","1836","1857"
"37.221.192.104","elite","AS197540","DE","netcup GmbH","84","NETCUP-GMBH","7497","socks5","4410","1","2023-05-25T12:49:26.504Z","99","1742","1754"
"54.36.183.52","elite","AS16276","FR","OVH SAS","6","OVH","9173","socks5","4714","2","2023-05-25T12:49:26.405Z","90","1557","1734"
"118.99.87.125","elite","AS17451","ID","BIZNET","230","N/A","5678","socks4","4198","1","2023-05-25T12:49:26.416Z","76","1311","1731"
"72.8.204.250","elite","AS13807","US","Great Plains Communications LLC","194","Great Plains Communications LLC","5678","socks4","4899","2","2023-05-25T12:49:26.200Z","100","1790","1795"
"146.145.199.110","elite","AS7029","US","Windstream Communications LLC","90","Colo16","8080","socks5","2389","4","2023-05-25T12:49:26.409Z","99","1837","1851"
"88.202.230.103","elite","AS13213","GB","UK2.NET","8","N/A","43378","socks5","4405","1","2023-05-25T12:49:23.398Z","100","1732","1733"
"191.102.135.67","elite","AS394474","US","Webline Services","82","Corporate Network","3128","socks4","5186","2","2023-05-25T12:49:23.310Z","52","927","1788"
"38.127.173.250","elite","AS174","US","Cogent Communications","86","Torlandia Trading SRL","55994","socks4","4302","1","2023-05-25T12:49:23.401Z","100","1758","1759"
"185.85.152.241","elite","AS57388","AL","I.B.C - Telecom Sh.p.k.","43","IBC","58083","socks4","4400","1","2023-05-25T12:49:23.314Z","100","1740","1741"
"116.203.227.24","elite","AS24940","DE","Hetzner Online GmbH","15","Hetzner","9050","socks5","2202","1","2023-05-25T12:49:23.014Z","90","1567","1737"
"192.249.127.96","elite","AS22611","US","InMotion Hosting, Inc.","199","InMotion Hosting, Inc","443","socks4","799","2","2023-05-25T12:49:22.997Z","100","1848","1850"
"66.33.210.29","elite","AS26347","US","New Dream Network, LLC","81","New Dream Network, LLC","17567","socks5","4714","1","2023-05-25T12:49:22.914Z","100","1832","1837"
"154.113.161.1","elite","AS37282","NG","Mainone Cable Company","130","Mainone Cable Company","5678","socks4","4211","1","2023-05-25T12:49:19.709Z","100","1837","1842"
"38.127.172.186","elite","AS174","US","Cogent Communications","81","Torlandia Trading SRL","55994","socks4","5084","1","2023-05-25T12:49:19.913Z","100","1760","1763"
"202.5.54.70","elite","AS45326","BD","BBTS-NEW","191","N/A","4145","socks4","4110","1","2023-05-25T12:49:19.706Z","97","1802","1849"
"114.7.161.18","elite","AS4761","ID","PT. INDOSAT Tbk","196","PT. INDOSAT Tbk","1080","socks4","4388","1","2023-05-25T12:49:19.916Z","96","1777","1849"
"103.112.253.218","elite","AS137139","IN","Cybernet Introtech Private Limited","200","Cybernet Introtech Private Limited","5678","socks4","4002","1","2023-05-25T12:49:19.715Z","71","1259","1777"
"202.6.224.52","elite","AS23756","ID","Padi Internet","199","N/A","1080","socks4","4108","1","2023-05-25T12:49:19.713Z","100","1842","1847"
"198.89.91.198","elite","AS21299","KZ","Kar-Tel LLC","189","Kar-Tel LLC","5678","socks4","4290","2","2023-05-25T12:49:19.711Z","49","913","1853"
"203.210.84.198","elite","AS55699","ID","Infrastruktur STARNET","190","STARNET Services","1080","socks4","4408","2","2023-05-25T12:49:19.616Z","87","1614","1851"
"190.63.174.18","elite","AS23487","EC","CONECEL","199","CONECEL","5678","socks4","4205","1","2023-05-25T12:49:19.911Z","99","1836","1846"
"89.237.33.113","elite","AS20485","RU","multi-origin SUTTK","67","N/A","51549","socks4","3903","1","2023-05-25T12:49:19.613Z","100","1743","1750"
"190.121.21.211","elite","AS14117","CL","Telefonica del Sur S.A.","293","Telefonica del Sur S.A","51963","socks4","5002","2","2023-05-25T12:49:16.412Z","100","1847","1854"
"115.178.49.238","elite","AS38783","ID","NOC SIMAYA","291","N/A","4145","socks4","4899","2","2023-05-25T12:49:16.414Z","95","1766","1857"
"212.33.205.4","elite","AS43754","IR","Asiatech Data Transmission company","92","Asiatech Data Transmission Co.","1080","socks4","4307","85","2023-05-25T12:49:16.310Z","57","990","1733"
"5.22.154.50","elite","AS60829","SK","NEVERNET, s.r.o.","45","NEVERNET, s.r.o","32127","socks4","4402","3","2023-05-25T12:49:16.399Z","99","1842","1854"
"176.123.218.6","elite","AS59584","RU","Indikom LLC","62","Indikom LLC","18080","socks4","5011","1","2023-05-25T12:49:16.410Z","100","1852","1853"
"114.129.100.181","elite","AS17839","KR","CJ Hello Co.","297","HVEunpyeong","8080","socks4","4803","1","2023-05-25T12:49:16.396Z","99","1732","1742"
"103.81.117.122","elite","AS135851","IN","Excogitate Technologies Pvt. Ltd","150","Excogitate Technologies Pvt Ltd","4153","socks4","4908","2","2023-05-25T12:49:16.401Z","98","1816","1849"
"103.121.42.13","elite","AS38713","PK","Satcomm (Pvt.) Ltd.","116","Habib Oil Mills (PVT) Ltd","5678","socks4","4384","3","2023-05-25T12:49:13.405Z","89","1652","1854"
"213.231.4.181","elite","AS34661","UA","TOV TRK \"Briz\"","48","Briz","8080","socks4","3404","1","2023-05-25T12:49:13.315Z","99","1764","1777"
"50.96.204.251","elite","AS7029","US","Windstream Communications LLC","195","Windstream Communications LLC","18351","socks4","4597","1","2023-05-25T12:49:13.400Z","100","1804","1812"
"103.47.93.198","elite","AS134058","IN","Broban Internet Services Pvt.ltd","190","Broban  PVT Ltd.","1080","socks4","4991","1","2023-05-25T12:49:13.411Z","99","1729","1742"
"43.153.177.61","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","289","Tencent Cloud Computing","443","socks5","4301","2","2023-05-25T12:49:13.409Z","84","1513","1803"
"103.209.230.193","elite","AS135115","BD","WIMS1","198","N/A","4153","socks4","5094","1","2023-05-25T12:49:10.602Z","99","1829","1849"
"64.90.54.17","elite","AS26347","US","New Dream Network, LLC","187","New Dream Network, LLC","63770","socks5","2113","82","2023-05-25T12:49:07.298Z","100","1769","1770"
"170.81.108.47","elite","AS266416","BR","L3 NETWORKS E TELECOMUNICACOES LTDA","216","L3 NETWORKS E TELECOMUNICACOES LTDA","4153","socks4","4584","1","2023-05-25T12:49:07.113Z","100","1846","1854"
"77.46.138.1","elite","AS8400","RS","TELEKOM-SRBIJA","40","N/A","33608","socks4","4586","87","2023-05-25T12:49:07.106Z","100","1853","1854"
"94.232.125.200","elite","AS197225","LT","UAB \"Airnet\"","47","UAB \"Airnet\"","5678","socks4","4306","2","2023-05-25T12:49:07.109Z","100","1794","1796"
"85.198.151.178","elite","AS6702","UA","Science Production Company \"Trifle\" Ltd.","49","Apex","1080","socks4","5013","1","2023-05-25T12:49:07.208Z","97","1724","1777"
"177.72.115.161","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","207","Prompt Brasil Solucoes EM TI Ltda","31164","socks4","4100","1","2023-05-25T12:49:07.116Z","99","1802","1819"
"154.113.86.17","elite","AS37282","NG","Mainone Cable Company","192","MaiOne SME","5678","socks4","5105","81","2023-05-25T12:49:07.300Z","100","1763","1768"
"81.90.180.139","elite","AS50340","RU","OOO \"Network of data-centers \"Selectel\"","101","HostiMan.ru","22989","socks4","4610","2","2023-05-25T12:49:04.411Z","85","1516","1791"
"103.23.102.1","elite","AS58400","ID","Universitas Negeri Semarang, y","189","UNNES","4145","socks4","3987","1","2023-05-25T12:49:04.203Z","100","1851","1852"
"190.216.56.177","elite","AS265758","AR","Cooperativa De Obras Y Servicios Publicos De Despenaderos Limitada","226","Level 3 Argentina S.A","4153","socks4","4194","1","2023-05-25T12:49:04.208Z","100","1831","1837"
"202.183.155.242","elite","AS4750","TH","DaiwaAsia","194","Daiwa Asia Co.","4153","socks4","4599","1","2023-05-25T12:49:04.201Z","100","1844","1852"
"202.159.35.161","elite","AS9340","ID","PT IndoInternet","200","N/A","443","socks4","4888","1","2023-05-25T12:49:04.414Z","100","1824","1830"
"177.38.5.124","elite","AS52964","BR","F?BIO MENDES DIAS LTDA ME","207","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4902","1","2023-05-25T12:49:04.407Z","96","1764","1830"
"45.7.176.238","elite","AS266626","BR","Litoral Telecom","196","Litoral Telecom","52246","socks4","4296","3","2023-05-25T12:49:04.401Z","99","1817","1840"
"1.4.145.244","elite","AS23969","TH","TOT Public Company Limited","187","TOT Public Company Limited","4145","socks4","4612","1","2023-05-25T12:49:04.205Z","62","1091","1753"
"119.40.82.210","elite","AS24122","BD","BDCOM Online Limited","199","Bdcom","35805","socks4","4592","1","2023-05-25T12:49:04.199Z","99","1712","1726"
"149.20.253.102","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","4499","1","2023-05-25T12:49:04.404Z","100","1814","1816"
"70.60.230.33","elite","AS11426","US","Spectrum","98","Fastlink Communications Inc","32940","socks4","5089","1","2023-05-25T12:49:04.116Z","100","1848","1850"
"51.79.78.212","elite","AS16276","CA","OVH SAS","89","OVH Hosting, Inc.","35055","socks4","4692","1","2023-05-25T12:49:00.200Z","55","978","1777"
"102.66.237.37","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","190","Herotel","5678","socks4","4597","1","2023-05-25T12:48:59.096Z","60","1050","1759"
"139.59.35.1","elite","AS14061","IN","DigitalOcean","190","DigitalOcean, LLC","42675","socks4","4899","85","2023-05-25T12:48:59.903Z","100","1845","1849"
"46.101.210.101","elite","AS14061","DE","DigitalOcean, LLC","27","Digital Ocean","48684","socks4","4406","2","2023-05-25T12:48:59.002Z","100","1771","1774"
"185.189.102.178","elite","AS47895","RU","LTD \"Erline\"","79","LTD \"Rline\"","4153","socks4","4993","2","2023-05-25T12:48:59.907Z","96","1742","1815"
"102.66.237.49","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","191","Herotel","5678","socks4","5091","1","2023-05-25T12:48:58.905Z","50","870","1734"
"75.182.38.113","elite","AS11426","US","Charter Communications","106","Spectrum","5678","socks4","4816","1","2023-05-25T12:48:58.816Z","95","1714","1798"
"117.242.230.218","elite","AS9829","IN","BSNL Internet","184","N/A","5678","socks4","4993","1","2023-05-25T12:48:58.903Z","35","634","1798"
"177.131.29.214","elite","AS262378","BR","Compuservice Empreendimentos Ltda","248","Compuservice Empreendimentos Ltda","4153","socks4","3694","85","2023-05-25T12:48:55.498Z","99","1713","1734"
"103.205.128.81","elite","AS134850","IN","WAY 2 INTERNET PRIVATE LIMITED","119","WAY 2 Internet Private Limited","4145","socks4","4609","1","2023-05-25T12:48:55.410Z","99","1718","1732"
"49.0.2.243","elite","AS55701","ID","PT Usaha Adi Sanggoro","201","N/A","5430","socks4","4398","81","2023-05-25T12:48:55.415Z","98","1810","1853"
"202.52.237.117","elite","AS4613","NP","Mercantile Office Systems","194","Mercantile Communications Pvt Ltd","8080","socks4","4399","1","2023-05-25T12:48:55.707Z","99","1743","1761"
"113.160.227.166","elite","AS45899","VN","VietNam Post and Telecom Corporation","289","Vietnam Posts and Telecommunications Group","5678","socks4","4393","1","2023-05-25T12:48:55.703Z","93","1732","1853"
"103.250.152.20","elite","AS45916","IN","GTPL Junagadh N/W pvt. Ltd.","196","Gtpl Broadband Pvt. Ltd.","5678","socks4","3697","1","2023-05-25T12:48:52.306Z","99","1782","1797"
"203.30.191.218","elite","AS209242","US","Cloudflare London","3","Umpire Associates LTD","80","socks4","2906","1","2023-05-25T12:48:52.003Z","100","1741","1741"
"141.94.238.246","elite","AS16276","FR","OVH SAS","13","OVH","52155","socks5","4593","1","2023-05-25T12:48:52.010Z","100","1774","1774"
"37.1.211.58","elite","AS29802","US","DARL-TELECOM","97","ISPIRIA Networks Ltd","1080","socks4","4707","1","2023-05-25T12:48:52.014Z","99","1799","1818"
"190.181.23.10","elite","AS26210","BO","AXS Bolivia S. A.","282","AXS Bolivia S. A","4153","socks4","4512","1","2023-05-25T12:48:52.099Z","97","1802","1851"
"62.94.218.90","elite","AS15589","IT","Clouditalia S.p.A.","43","N/A","15589","socks4","4086","1","2023-05-25T12:48:52.300Z","98","1685","1726"
"200.58.74.6","elite","AS27839","BO","Comteco Ltda","204","Comteco Ltda","5678","socks4","4689","1","2023-05-25T12:48:52.212Z","100","1812","1819"
"179.191.23.38","elite","AS52565","BR","Edgar Rodrigues Romao Filho ME","163","Edgar Rodrigues Romao Filho ME","5678","socks4","4899","2","2023-05-25T12:48:51.996Z","99","1840","1850"
"1.0.136.245","elite","AS23969","TH","TOT Public Company Limited","156","TOT Public Company Limited","4145","socks4","5495","1","2023-05-25T12:48:49.005Z","49","888","1800"
"95.38.95.55","elite","AS41881","IR","Fanava Group","97","Fanava Group","9050","socks5","4002","1","2023-05-25T12:48:49.012Z","29","506","1746"
"114.141.61.2","elite","AS38772","ID","PT. Smartlink Global Media.","197","N/A","4145","socks4","4692","1","2023-05-25T12:48:48.698Z","99","1835","1851"
"103.47.93.208","elite","AS134058","IN","Broban Internet Services Pvt.ltd","143","Broban  PVT Ltd.","1080","socks4","2409","1","2023-05-25T12:48:48.707Z","99","1730","1746"
"38.91.107.229","elite","AS63023","US","GTHost","108","Globaltelehost Corp","17155","socks5","4895","1","2023-05-25T12:48:48.700Z","100","1808","1817"
"75.119.207.120","elite","AS26347","US","New Dream Network, LLC","203","New Dream Network, LLC","23456","socks5","4291","1","2023-05-25T12:48:48.606Z","100","1764","1765"
"196.40.117.114","elite","AS42235","MZ","Intra Data Communication","193","IS - Internet Solutions Mozambique, Limitada","5678","socks4","4110","1","2023-05-25T12:48:48.602Z","33","582","1744"
"181.205.46.178","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","161","Colombia Móvil","4666","socks4","4106","84","2023-05-25T12:48:48.609Z","94","1733","1852"
"72.250.153.47","elite","AS11961","US","Mid-Rivers Telephone Cooperative","193","Mid-Rivers Telephone Cooperative, Inc.","6001","socks4","5001","3","2023-05-25T12:48:48.611Z","100","1838","1843"
"104.19.124.112","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","4312","1","2023-05-25T12:48:45.297Z","100","1774","1774"
"95.217.52.14","elite","AS24940","FI","Hetzner Online GmbH","41","HETZNER-DC","55445","socks5","4606","1","2023-05-25T12:48:45.502Z","100","1773","1774"
"51.81.31.169","elite","AS16276","US","OVH SAS","103","OVH US LLC","4485","socks4","4796","1","2023-05-25T12:48:45.499Z","100","1853","1853"
"203.150.136.34","elite","AS45752","TH","Internet Thailand Company Ltd","191","INEXT Broadband Company Limited","3629","socks4","5004","2","2023-05-25T12:48:45.496Z","97","1798","1852"
"45.7.177.232","elite","AS266626","BR","Litoral Telecom","189","Litoral Telecom","39867","socks4","4298","1","2023-05-25T12:48:41.603Z","99","1835","1849"
"188.25.121.203","elite","AS8708","RO","RCS & RDS","53","RCS & RDS Residential","8081","socks4","4606","1","2023-05-25T12:48:41.900Z","91","1612","1778"
"209.145.51.228","elite","AS40021","US","Contabo Inc.","106","Contabo Inc","46438","socks4","3391","2","2023-05-25T12:48:41.813Z","88","1538","1754"
"173.195.27.130","elite","AS11976","US","Fidelity Communication International Inc.","184","Fidelity Communication International Inc.","10091","socks4","600","1","2023-05-25T12:48:41.597Z","100","1751","1751"
"150.129.207.84","elite","AS45916","IN","GTPL Vidarbha telelink pvt ltd","158","Gtpl Broadband Pvt. Ltd.","41889","socks4","4509","1","2023-05-25T12:48:41.601Z","93","1653","1769"
"154.113.86.129","elite","AS37282","NG","Mainone Cable Company","136","MaiOne SME","5678","socks4","3993","1","2023-05-25T12:48:41.502Z","100","1740","1742"
"203.12.200.48","elite","AS23764","HK","CTHKI","219","N/A","12233","socks5","4697","81","2023-05-25T12:48:41.513Z","59","1036","1751"
"212.120.186.39","elite","AS12389","RU","Temporary","74","Uralcom Ltd","52914","socks4","4504","2","2023-05-25T12:48:41.896Z","97","1716","1761"
"173.236.184.128","elite","AS26347","US","New Dream Network, LLC","81","New Dream Network, LLC","10654","socks4","4898","1","2023-05-25T12:48:41.606Z","100","1729","1733"
"80.80.167.249","elite","AS21246","XK","IPKO-PPANP","44","N/A","10801","socks4","4985","1","2023-05-25T12:48:41.508Z","100","1848","1850"
"50.237.206.138","elite","AS7922","US","Comcast Cable Communications, LLC","99","Comcast Cable Communications, LLC","64312","socks4","1595","1","2023-05-25T12:48:38.602Z","100","1849","1850"
"172.67.200.220","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","4308","3","2023-05-25T12:48:38.513Z","100","1785","1785"
"50.96.204.51","elite","AS7029","US","Windstream Communications LLC","117","Windstream Communications LLC","18351","socks4","4498","90","2023-05-25T12:48:38.510Z","100","1821","1830"
"217.145.94.196","elite","AS20665","BG","Varna Net Ltd.","57","Varnanet","4153","socks4","2195","1","2023-05-25T12:48:38.596Z","99","1840","1854"
"186.224.225.98","elite","AS53171","BR","Path Telecom S.A.","214","Path Telecom S.A","4145","socks4","4297","1","2023-05-25T12:48:38.807Z","99","1840","1850"
"139.159.48.155","elite","AS63199","DE","CDS Global Cloud Co., Ltd","291","Beijing capitalonline data service co., LTD","39593","socks4","5294","1","2023-05-25T12:48:38.809Z","100","1777","1778"
"103.70.159.141","elite","AS133720","IN","speednet","109","N/A","5678","socks4","4804","1","2023-05-25T12:48:35.008Z","99","1750","1769"
"109.86.228.165","elite","AS13188","UA","Triolan","56","N/A","5678","socks4","4487","2","2023-05-25T12:48:35.204Z","95","1689","1774"
"43.239.75.189","elite","AS133443","BD","COL","286","N/A","4145","socks4","4695","2","2023-05-25T12:48:35.201Z","98","1807","1837"
"171.97.107.99","elite","AS17552","TH","True Internet Corporation CO. Ltd.","195","Truenet Hisp","4145","socks4","5097","3","2023-05-25T12:48:35.512Z","58","1060","1814"
"157.185.161.100","elite","AS54994","CA","Meteverse Limited.","146","Meteverse Limited","26589","socks5","4586","1","2023-05-25T12:48:35.004Z","100","1722","1726"
"177.86.64.1","elite","AS262623","BR","claudio jose lara -me","220","claudio jose lara -me","3629","socks4","4409","1","2023-05-25T12:48:35.605Z","100","1724","1730"
"192.169.197.146","elite","AS26496","US","GoDaddy.com, LLC","201","GoDaddy.com, LLC","55137","socks5","4709","1","2023-05-25T12:48:35.601Z","98","1701","1734"
"182.93.85.49","elite","AS4007","NP","Subisu D85","193","N/A","5678","socks4","5091","2","2023-05-25T12:48:35.299Z","93","1664","1782"
"119.235.50.38","elite","AS45582","IN","VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA","180","Vainavi Industries Ltd","4153","socks4","4996","2","2023-05-25T12:48:35.102Z","100","1727","1733"
"5.189.130.207","elite","AS51167","DE","Contabo GmbH","97","Contabo GmbH","10036","socks4","2591","2","2023-05-25T12:48:35.598Z","98","1735","1772"
"154.66.108.19","elite","AS37642","LS","Comnet Pty Ltd","215","ISPClients","10081","socks4","4912","1","2023-05-25T12:48:35.199Z","96","1768","1850"
"200.41.60.33","elite","AS3549","AR","Level 3 Communications, Inc.","296","Internet Services S.A","4153","socks4","4598","1","2023-05-25T12:48:31.808Z","99","1843","1857"
"217.115.115.170","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","79","Webworld","56792","socks5","3900","1","2023-05-25T12:48:29.300Z","92","1708","1852"
"110.78.152.246","elite","AS131090","TH","CAT-BB","183","N/A","5678","socks4","4497","1","2023-05-25T12:48:29.015Z","63","1154","1836"
"187.190.113.179","elite","AS22884","MX","Total Play Telecomunicaciones SA De CV","189","Total Play Telecomunicaciones SA De CV","5678","socks5","4296","1","2023-05-25T12:48:29.108Z","99","1763","1777"
"45.233.1.1","elite","AS267303","BR","Centro Oeste Provedor","292","Centro Oeste Provedor","4153","socks4","1705","1","2023-05-25T12:48:29.111Z","100","1849","1854"
"45.8.105.58","elite","AS209242","DE","Cloudflare London","3","Araxio Development N.V","80","socks5","4396","1","2023-05-25T12:48:29.105Z","100","1727","1728"
"8.219.40.224","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","309","Alibaba.com Singapore E-Commerce Private Limited","443","socks5","4403","3","2023-05-25T12:48:29.100Z","88","1587","1807"
"170.254.255.235","elite","AS52584","BR","Connect Fibra","227","Connect Fibra","45816","socks4","5100","1","2023-05-25T12:48:28.996Z","98","1724","1765"
"36.37.180.59","elite","AS38623","KH","VIETTEL (CAMBODIA) PTE","300","Viettel (cambodia) Pte., Ltd.","1080","socks4","4816","1","2023-05-25T12:48:25.813Z","98","1704","1736"
